Age,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Tutoring_Sessions_Per_Week,Exam_Anxiety_Score,Final_Score,Gender_Male,Gender_Non-Binary,Part_Time_Job_1,Study_Method_Offline,Study_Method_Online,Diet_Quality_Good,Diet_Quality_Poor,Internet_Quality_Excellent,Internet_Quality_Good,Internet_Quality_Poor,Extracurricular_Yes,Family_Income_Level_Low,Family_Income_Level_Middle
20,3.72,66.2,4.3,10.0,4.0,2.72,0,5.3,53.58,True,False,False,False,False,False,True,False,False,True,True,False,True
20,5.4,89.6,7.0,8.6,3.9,3.89,1,4.1,82.51,True,False,False,False,True,False,True,True,False,False,False,False,True
21,6.38,68.4,7.3,5.0,6.1,2.64,0,5.2,77.57,True,False,False,False,False,True,False,False,False,True,False,True,False
22,5.06,98.4,7.4,7.1,4.8,2.7,3,4.4,79.54,True,False,True,True,False,False,False,True,False,False,False,False,True
19,4.38,83.1,9.0,6.3,3.5,2.99,2,3.3,96.97,True,False,False,False,True,True,False,False,False,True,False,False,False
19,4.54,75.1,5.8,5.5,7.0,2.85,2,6.9,69.1,False,False,False,True,False,False,False,True,False,False,False,False,True
17,4.19,71.9,9.2,5.4,7.1,2.17,2,5.3,76.21,True,False,False,False,True,False,False,False,False,True,False,False,True
23,5.04,94.7,7.4,2.0,6.8,2.34,1,2.6,85.18,False,False,True,True,False,True,False,False,True,False,True,False,True
19,3.53,78.9,6.2,6.5,2.7,2.77,2,5.3,68.1,True,False,False,True,False,True,False,False,False,False,True,False,True
18,0.98,82.2,9.1,8.2,4.8,2.97,1,5.7,52.43,False,True,True,False,False,False,True,False,True,False,True,False,False
22,7.67,59.6,6.7,6.7,1.2,2.76,1,4.3,97.65,False,False,False,False,True,True,False,False,True,False,False,True,False
17,1.44,81.9,8.2,4.0,3.6,3.14,3,4.0,92.47,False,False,False,True,False,False,False,False,False,True,True,False,True
18,4.72,69.8,5.7,6.5,5.7,3.15,0,7.1,68.74,True,False,False,True,False,False,False,False,True,False,True,False,True
21,2.34,56.9,8.3,2.3,3.4,2.71,3,4.0,73.02,False,False,True,False,True,False,True,False,False,True,False,False,True
20,4.38,77.9,8.1,3.7,3.5,3.19,3,4.1,83.73,False,False,True,True,False,False,True,True,False,False,True,False,False
21,3.02,79.0,6.7,4.6,3.1,3.36,1,3.3,76.44,True,False,False,False,True,False,False,False,False,True,False,True,False
20,4.86,67.5,8.8,5.4,4.0,3.03,3,3.8,91.76,True,False,False,False,True,False,True,False,True,False,True,True,False
21,3.26,100.0,5.4,1.5,1.3,3.98,1,1.1,99.37,True,False,False,False,False,False,True,False,True,False,True,False,True
19,2.35,68.2,9.7,8.5,3.2,3.02,0,5.7,71.04,False,False,True,False,False,True,False,False,False,False,True,False,True
18,5.56,71.0,5.3,1.1,7.1,3.45,2,3.7,93.33,False,False,False,True,False,False,True,False,False,False,True,False,True
20,7.61,83.1,7.4,4.0,7.2,2.79,5,3.6,99.45,False,False,True,False,False,False,False,False,True,False,False,False,False
17,5.63,83.5,7.0,7.8,4.8,2.71,1,5.1,91.28,True,False,True,False,False,False,False,False,True,False,True,False,True
18,5.15,83.1,3.2,5.6,3.8,2.8,0,5.6,71.35,True,False,False,True,False,False,False,True,False,False,True,True,False
17,2.83,77.5,7.3,6.4,3.6,3.6,0,3.0,75.82,False,False,True,False,False,False,False,False,False,False,False,True,False
18,4.76,96.1,6.5,6.3,5.5,3.38,3,3.4,86.17,True,False,True,True,False,False,False,False,True,False,False,True,False
18,5.82,71.8,5.7,9.4,4.8,2.87,1,4.5,81.12,False,False,False,False,True,False,False,False,False,False,False,False,True
21,3.63,61.1,6.1,3.4,3.0,3.14,0,5.3,62.69,False,False,True,False,True,False,True,False,False,False,False,False,False
20,6.73,69.4,5.1,4.7,2.4,3.12,2,4.2,82.94,True,False,True,True,False,False,False,False,True,False,False,False,False
20,4.84,78.6,8.2,4.7,3.7,2.52,2,6.9,83.65,False,False,False,True,False,False,False,False,False,False,True,True,False
23,5.63,81.0,5.7,1.7,5.1,3.56,2,3.8,95.3,True,False,False,True,False,False,False,False,True,False,False,False,False
18,3.93,100.0,6.5,7.4,1.7,3.44,1,6.0,68.19,False,False,False,True,False,False,True,False,True,False,False,True,False
19,3.94,79.3,8.6,7.7,2.7,2.84,1,1.6,80.3,True,False,True,False,True,False,False,False,True,False,True,False,True
19,5.36,75.4,9.1,6.6,5.1,3.94,2,4.5,99.57,False,False,True,True,False,True,False,True,False,False,True,True,False
17,5.69,74.6,5.1,1.6,4.2,2.07,3,7.9,95.43,True,False,False,True,False,False,False,False,True,False,True,True,False
17,5.61,71.6,7.4,5.8,3.0,3.56,3,6.3,85.5,True,False,False,True,False,False,False,False,True,False,True,False,False
21,2.88,87.6,8.6,7.3,3.2,2.58,0,4.9,66.85,False,False,False,False,False,True,False,False,True,False,True,False,True
18,3.44,67.8,8.3,3.5,4.7,2.94,0,7.6,88.04,True,False,False,True,False,False,False,False,True,False,True,False,True
17,4.87,94.4,5.5,5.9,4.7,2.68,2,4.8,79.16,False,False,True,False,False,False,True,False,False,True,False,False,True
17,1.2,70.4,6.4,6.1,2.1,2.2,1,6.7,57.02,True,False,False,False,True,False,False,False,False,True,False,True,False
22,7.0,73.3,7.3,5.8,5.5,2.55,2,4.0,83.67,False,False,False,False,True,False,True,False,False,True,False,False,True
18,5.54,80.7,8.1,7.0,5.1,3.98,2,3.6,89.68,True,False,True,True,False,False,True,False,True,False,False,False,False
24,4.99,63.2,7.9,4.3,4.0,2.8,1,1.0,90.68,False,False,False,True,False,True,False,True,False,False,True,True,False
21,3.48,81.5,5.4,4.3,1.8,2.95,1,6.9,64.13,True,False,True,False,True,True,False,False,False,False,False,False,True
17,6.54,80.0,7.8,4.9,0.7,3.0,3,3.8,85.64,True,False,True,True,False,True,False,False,False,False,False,False,True
21,4.36,94.0,8.3,1.9,3.9,2.96,2,3.7,89.53,True,False,True,True,False,False,False,True,False,False,True,False,True
20,8.7,87.7,8.8,5.3,4.9,2.11,5,3.9,98.28,False,False,True,False,True,True,False,True,False,False,True,False,True
21,5.69,55.1,7.6,5.4,4.4,2.41,0,4.2,77.57,True,False,False,False,False,False,True,False,True,False,True,False,True
24,1.92,84.0,5.9,3.6,5.4,3.69,2,5.0,81.21,False,False,True,False,True,False,False,False,False,False,True,False,False
19,6.35,69.8,7.4,4.6,4.4,2.56,0,6.7,76.11,False,False,False,True,False,False,False,False,False,False,True,False,True
24,3.84,70.0,7.4,4.5,3.7,3.28,2,5.6,75.45,True,False,True,False,False,False,True,False,False,True,True,False,True
19,3.86,71.4,5.5,5.1,4.9,3.04,0,4.4,80.14,False,False,False,False,False,True,False,False,False,False,True,False,True
21,4.41,100.0,5.4,5.5,5.5,3.07,1,3.9,88.72,True,False,True,False,True,False,True,False,False,False,True,False,True
19,4.64,75.6,7.7,3.7,2.6,3.39,2,3.8,97.71,True,False,True,False,True,False,False,False,True,False,False,False,True
20,5.4,80.2,8.6,8.2,5.8,3.2,2,3.2,82.88,False,False,False,False,True,False,False,False,False,True,True,False,True
18,6.42,89.5,7.1,5.7,4.5,3.16,2,3.7,99.59,False,False,False,False,False,False,False,False,False,False,True,False,True
19,5.8,99.0,7.2,5.6,3.7,1.96,2,4.8,92.86,False,False,False,False,False,True,False,False,False,False,False,False,True
19,3.44,76.1,6.2,4.0,5.8,3.04,2,4.3,87.16,True,False,False,True,False,True,False,False,True,False,False,True,False
21,2.19,81.6,6.6,5.1,3.6,3.1,1,3.9,81.8,True,False,False,False,True,False,False,False,True,False,True,False,True
20,3.28,82.8,7.7,5.5,4.8,3.39,3,4.2,80.8,True,False,True,True,False,False,False,False,True,False,False,False,False
23,5.61,81.0,8.0,6.6,6.6,2.43,2,6.3,70.59,False,False,False,True,False,False,False,False,False,False,True,False,False
23,6.62,77.9,6.9,3.3,4.5,3.69,2,1.7,99.8,False,False,True,True,False,True,False,False,False,False,True,False,False
23,8.49,68.4,4.3,8.0,2.8,2.28,4,2.7,90.48,False,False,False,False,True,True,False,False,False,True,True,False,True
23,2.19,74.7,7.1,3.3,5.2,2.21,1,3.2,65.5,True,False,True,False,True,True,False,False,False,False,False,True,False
18,5.04,71.8,5.3,8.6,2.6,3.32,1,4.7,80.55,True,False,False,False,True,True,False,True,False,False,True,False,True
24,4.43,69.8,4.7,3.3,6.1,2.82,1,6.8,66.73,True,False,False,True,False,False,True,True,False,False,False,True,False
21,4.08,74.4,6.2,3.9,4.2,2.84,2,6.4,83.56,True,False,False,False,True,False,False,False,True,False,True,False,False
21,5.16,79.4,8.8,3.8,5.5,2.93,1,6.9,82.02,True,False,True,True,False,False,False,True,False,False,False,False,True
22,4.39,73.1,5.2,6.2,2.8,3.01,0,3.8,77.33,False,False,False,True,False,False,False,False,True,False,True,False,False
20,4.35,75.9,7.1,5.6,3.5,2.19,1,5.6,71.3,False,False,False,True,False,False,False,False,False,True,False,False,False
23,3.59,89.3,7.3,7.9,6.1,2.36,1,4.8,69.43,False,False,False,False,False,False,True,True,False,False,False,False,False
18,5.67,87.6,8.6,5.0,6.4,3.75,4,6.0,96.68,True,False,False,False,True,False,True,False,False,True,False,False,False
20,6.99,70.0,6.2,7.4,2.2,4.0,3,6.2,86.1,True,False,False,False,True,True,False,False,True,False,True,False,True
23,8.15,61.3,7.0,3.9,3.3,2.91,2,4.0,93.25,False,False,False,True,False,False,True,False,False,False,False,False,True
18,3.83,100.0,5.7,5.2,3.1,3.38,3,2.4,99.44,True,False,True,True,False,True,False,False,False,False,False,False,True
20,2.77,78.0,6.1,2.9,1.5,2.9,2,1.0,70.45,False,False,True,False,True,False,False,False,True,False,True,True,False
21,4.36,98.2,7.6,10.0,3.5,2.81,0,2.3,83.53,False,False,False,True,False,False,True,False,True,False,False,True,False
21,3.21,79.5,8.2,5.1,4.6,2.91,0,2.3,73.79,True,False,False,False,False,False,False,False,False,False,False,True,False
24,6.94,98.3,4.6,4.0,4.0,3.06,2,1.6,92.79,False,False,True,False,True,False,False,False,False,False,False,False,False
17,3.24,84.5,4.5,4.6,5.1,3.17,1,8.0,72.81,True,False,False,False,False,False,False,False,False,False,True,True,False
24,5.03,79.3,6.2,5.1,5.6,2.39,1,3.4,70.43,False,False,False,True,False,False,False,True,False,False,False,False,True
19,2.19,74.2,8.2,3.8,5.6,2.46,1,3.2,78.62,False,False,False,False,False,False,False,False,True,False,True,True,False
24,4.18,78.3,5.9,3.8,5.4,3.09,1,3.5,76.21,True,False,False,True,False,True,False,False,True,False,True,False,False
23,5.26,70.7,8.2,5.1,4.5,2.48,3,7.6,94.38,True,False,False,False,True,True,False,False,False,False,True,False,True
22,7.94,83.1,6.7,1.6,2.3,2.85,3,3.5,95.37,False,False,True,False,False,False,False,True,False,False,False,False,True
20,3.5,79.6,6.2,2.2,2.4,2.32,1,6.0,81.76,False,False,True,False,True,False,False,False,False,False,True,False,True
22,5.62,85.5,7.7,6.7,4.5,2.77,4,4.4,87.79,True,False,False,False,False,False,False,False,False,False,False,False,False
17,0.72,85.7,7.0,5.8,2.5,4.0,3,1.9,77.14,False,False,False,True,False,False,False,False,False,False,True,True,False
19,2.47,68.8,7.3,5.2,5.2,2.51,1,8.9,50.43,True,False,True,False,False,False,False,True,False,False,True,False,False
20,3.25,83.2,4.4,3.0,3.7,2.63,2,5.6,75.42,True,False,True,True,False,True,False,False,False,False,False,False,True
18,3.88,80.4,7.1,6.4,3.7,3.21,4,3.7,91.94,True,False,True,False,True,False,False,False,False,False,False,True,False
23,5.74,91.0,7.1,6.8,0.6,2.6,1,7.3,80.81,True,False,True,False,False,True,False,False,True,False,True,True,False
19,6.14,97.0,10.0,6.2,5.7,3.25,1,3.4,91.77,True,False,False,True,False,False,True,False,False,False,True,False,False
21,1.66,75.9,6.8,8.0,5.0,3.42,1,5.0,71.41,False,True,True,True,False,True,False,False,True,False,True,True,False
17,5.94,58.3,7.1,5.4,2.7,3.21,1,3.7,86.41,True,False,True,False,True,False,True,False,True,False,False,False,False
19,2.65,79.5,8.3,6.0,4.2,2.69,2,6.2,81.13,True,False,True,False,False,False,False,False,True,False,True,True,False
23,8.55,79.4,8.3,5.2,4.9,3.69,3,4.9,94.35,True,False,True,False,True,False,False,False,False,False,False,False,True
24,5.5,69.8,7.7,4.0,0.6,3.19,2,4.1,94.15,False,False,False,True,False,False,True,False,False,False,False,False,True
19,5.18,84.2,8.4,5.2,2.8,2.97,2,2.2,93.71,False,False,False,True,False,False,True,True,False,False,True,False,True
24,4.52,77.5,4.6,6.6,5.7,3.08,2,4.3,77.66,True,False,True,False,False,True,False,True,False,False,True,False,True
23,4.81,86.7,6.7,3.9,2.5,3.36,4,1.9,98.43,True,False,False,True,False,True,False,False,False,False,True,False,False
21,4.88,67.0,6.3,4.1,3.0,3.2,2,6.0,85.68,True,False,True,False,False,True,False,False,False,False,True,False,False
20,3.49,82.7,7.1,6.5,7.1,3.14,2,3.5,62.22,True,False,False,False,False,False,True,False,False,True,False,False,True
18,6.37,77.8,4.9,4.8,2.5,3.34,2,6.4,89.19,True,False,False,False,True,True,False,False,True,False,False,False,True
21,5.41,77.7,7.8,6.3,5.7,2.57,0,7.5,66.2,True,False,True,True,False,False,False,False,True,False,False,False,True
24,6.37,89.9,6.5,3.6,3.6,2.87,1,2.0,99.16,True,False,True,True,False,True,False,False,False,False,True,False,False
24,4.75,73.7,7.7,5.0,1.4,4.0,5,2.8,98.94,False,False,True,False,True,False,True,False,True,False,False,False,False
18,6.23,75.8,7.0,4.4,2.9,3.03,2,2.5,96.57,True,False,True,False,False,False,False,False,True,False,True,True,False
20,3.36,87.7,7.5,4.8,3.9,3.27,1,5.5,77.43,False,False,True,False,True,False,True,True,False,False,True,False,True
19,12.0,64.2,8.3,3.6,4.1,2.42,3,5.6,98.26,False,False,True,True,False,False,True,False,False,True,False,False,False
18,3.45,86.9,6.1,7.7,4.5,2.56,1,7.8,59.28,False,False,False,False,True,False,True,False,False,False,False,True,False
17,3.98,72.5,5.1,5.4,1.9,2.44,2,4.4,74.84,True,False,False,True,False,False,False,False,False,True,True,False,False
17,6.8,56.2,6.9,4.3,4.0,2.52,4,5.6,94.18,True,False,False,False,False,False,False,True,False,False,False,False,True
23,7.34,94.3,6.1,7.7,6.1,3.14,4,5.6,92.99,True,False,False,False,True,False,False,False,True,False,False,True,False
21,3.28,96.6,6.8,3.4,2.4,3.86,1,3.4,95.39,False,False,False,False,False,False,True,False,True,False,False,False,True
24,1.55,80.7,6.2,4.0,2.3,2.99,2,5.8,62.73,True,False,False,False,False,False,False,False,False,True,True,False,True
20,2.08,69.3,4.3,6.5,6.4,2.66,0,9.8,37.04,False,False,False,True,False,False,True,False,False,False,False,False,False
23,2.88,61.5,5.7,5.7,4.5,2.66,1,7.3,63.83,False,False,True,True,False,False,False,False,False,False,False,False,True
21,3.3,82.9,6.0,5.6,1.7,2.45,0,7.6,63.19,True,False,True,True,False,True,False,False,True,False,False,False,True
21,4.54,95.3,7.3,6.0,2.6,2.49,0,8.8,76.81,False,False,False,False,True,False,True,False,False,False,False,False,False
23,6.93,64.1,7.8,5.5,2.8,2.29,2,4.9,89.19,True,False,True,False,True,False,False,False,False,True,False,True,False
22,7.03,79.1,8.6,3.5,4.6,2.29,1,4.7,86.08,True,False,True,True,False,False,True,False,True,False,True,False,True
21,3.65,95.7,7.3,7.9,4.9,2.39,2,7.1,74.52,True,False,False,False,False,False,False,False,False,False,True,False,True
22,5.95,87.8,9.3,7.8,5.2,3.2,2,7.0,89.02,True,False,False,False,True,False,False,False,True,False,False,True,False
17,6.63,77.7,9.0,7.0,5.6,3.46,1,5.3,57.11,False,False,True,True,False,False,True,False,False,False,True,True,False
17,7.68,100.0,6.5,3.6,5.0,2.92,3,3.6,91.79,True,False,False,False,True,False,False,True,False,False,True,False,True
21,4.55,66.3,6.6,4.0,4.4,2.76,0,4.5,59.6,True,False,True,False,True,False,False,False,True,False,False,True,False
17,3.38,84.9,5.7,7.5,5.2,3.87,1,5.2,80.34,False,False,True,True,False,False,True,True,False,False,True,False,True
20,6.37,90.3,6.9,3.9,2.5,2.19,3,4.8,98.52,False,False,True,False,True,False,False,False,True,False,False,False,True
22,7.9,65.5,6.6,4.4,6.5,3.2,2,3.4,77.91,True,False,True,False,True,False,True,True,False,False,False,False,True
22,3.82,74.4,7.6,4.8,3.9,3.79,3,5.7,90.39,False,False,False,False,True,True,False,True,False,False,True,False,True
21,8.76,75.2,9.2,4.3,4.1,2.85,3,3.0,94.24,False,False,False,True,False,False,False,False,True,False,False,False,True
17,8.3,100.0,9.7,5.3,5.0,2.84,2,3.3,89.13,True,False,False,False,True,False,False,True,False,False,True,True,False
18,4.34,78.9,7.8,1.0,1.9,2.71,2,5.4,93.87,True,False,True,False,False,False,False,False,False,False,False,True,False
24,1.73,78.4,5.9,3.6,3.1,2.13,2,3.9,77.98,True,False,True,True,False,False,False,False,False,False,False,False,True
23,3.67,73.8,7.4,1.2,4.2,2.09,0,2.8,76.18,False,False,False,False,False,False,False,False,False,True,True,False,False
23,4.16,100.0,7.6,4.8,3.2,2.62,2,4.6,97.21,False,False,True,True,False,False,False,False,True,False,True,True,False
22,5.93,100.0,6.1,5.9,2.9,4.0,2,3.9,87.8,False,False,True,False,False,False,False,False,True,False,True,False,True
21,1.52,70.6,6.8,3.6,3.7,2.88,2,6.6,77.77,False,False,False,True,False,False,True,False,True,False,False,False,True
21,9.73,71.9,8.0,5.5,5.2,3.28,1,4.9,95.44,True,False,False,False,True,False,True,False,False,False,False,False,True
20,9.55,85.8,6.4,5.9,6.8,2.45,1,1.4,90.07,True,False,True,False,True,False,False,False,True,False,True,False,False
19,3.42,81.8,5.7,6.4,5.1,2.32,0,7.8,62.59,True,False,False,True,False,False,True,False,False,False,False,True,False
24,1.14,83.6,6.7,5.2,5.9,2.9,3,8.7,62.74,False,False,False,False,True,False,True,False,True,False,True,True,False
19,4.53,72.2,7.3,5.6,5.3,2.75,0,6.9,69.54,False,False,True,True,False,False,False,False,False,False,False,False,True
22,5.71,61.0,8.6,7.9,6.6,3.28,2,7.0,69.58,True,False,True,True,False,False,True,True,False,False,False,True,False
23,7.56,81.3,6.1,5.0,5.5,3.33,3,3.8,87.55,False,False,False,True,False,False,False,False,False,False,True,False,True
20,6.29,69.9,7.9,6.8,0.5,3.31,2,3.1,92.46,True,False,False,False,True,False,False,False,False,False,False,False,False
20,4.46,100.0,7.1,4.5,5.3,2.7,2,3.8,98.25,True,False,False,False,False,True,False,True,False,False,False,False,True
20,0.93,81.8,7.6,3.7,4.0,3.38,2,5.9,82.38,True,False,False,False,False,False,False,False,True,False,False,True,False
22,5.88,82.7,7.4,4.6,4.9,2.28,2,5.7,84.61,True,False,True,False,True,False,False,False,False,True,True,True,False
19,6.55,84.3,6.0,9.1,4.6,3.05,1,3.9,81.59,True,False,False,False,False,False,True,False,True,False,True,False,False
23,4.24,73.5,4.0,1.0,3.3,2.13,0,4.6,69.29,True,False,True,True,False,True,False,False,False,True,True,False,True
20,5.41,82.1,5.8,5.8,5.8,2.21,2,2.9,72.32,True,False,True,False,True,False,False,True,False,False,False,False,False
23,5.27,68.6,7.4,3.2,5.3,3.2,3,5.4,84.29,True,False,True,True,False,False,True,False,True,False,False,False,True
17,4.37,80.1,7.1,2.9,4.0,3.23,2,3.3,91.79,False,False,True,False,True,False,False,False,False,False,True,False,False
21,2.55,84.9,7.4,2.5,3.0,3.12,2,3.4,91.91,True,False,True,False,True,False,False,False,True,False,False,False,False
21,5.54,80.4,6.8,5.3,2.6,3.22,3,6.6,90.26,False,True,False,False,False,True,False,False,False,True,True,False,True
23,2.02,51.2,7.1,5.6,4.7,2.54,0,6.8,61.0,True,False,False,True,False,True,False,False,True,False,True,False,False
18,7.66,85.9,6.5,3.8,6.6,2.63,2,4.2,93.7,True,False,False,False,True,True,False,True,False,False,True,False,True
18,3.06,72.0,8.6,7.9,2.5,2.74,0,6.5,71.29,True,False,False,False,True,False,True,True,False,False,True,True,False
22,5.84,90.0,5.3,1.6,4.0,2.69,1,5.8,94.42,True,False,True,True,False,False,True,False,False,False,True,True,False
22,3.39,80.9,6.1,6.8,4.5,3.15,4,2.7,72.65,False,False,False,True,False,False,False,False,False,False,True,False,True
21,5.61,79.8,5.9,3.9,5.0,3.72,2,3.4,86.16,True,False,True,True,False,True,False,False,False,True,False,True,False
17,4.43,85.0,6.8,4.7,5.8,2.83,3,4.0,84.93,False,False,False,False,False,False,False,False,True,False,False,True,False
24,5.92,73.3,7.8,5.7,5.4,2.57,3,3.2,80.32,False,False,False,True,False,False,True,False,True,False,True,False,True
19,3.27,80.6,9.1,5.0,2.6,2.61,0,5.4,63.16,False,False,False,False,True,False,True,False,True,False,False,False,False
19,1.59,76.3,8.2,4.2,3.0,2.63,1,2.9,71.02,False,False,False,True,False,True,False,True,False,False,False,False,True
22,4.29,85.8,8.2,1.6,6.3,3.99,3,4.7,99.52,False,False,True,True,False,True,False,False,False,False,True,False,True
17,4.15,89.4,8.7,4.4,4.2,3.46,0,3.4,86.66,True,False,False,True,False,False,False,False,False,True,False,True,False
22,1.84,71.6,8.3,4.9,2.5,2.93,0,5.2,76.17,False,False,False,False,True,True,False,False,False,True,False,True,False
24,3.47,75.6,8.2,1.0,4.6,2.96,2,3.7,95.15,True,False,False,False,False,False,True,False,False,False,False,False,True
19,1.5,71.8,5.9,5.6,4.9,2.54,0,7.3,52.58,True,False,True,False,False,False,False,False,False,True,False,False,False
23,5.08,98.7,6.3,7.7,6.1,3.35,4,1.0,99.69,True,False,False,False,False,False,False,False,True,False,False,False,True
22,4.1,72.1,7.8,2.1,5.1,3.58,2,4.7,89.27,False,False,False,False,False,False,False,False,False,False,True,False,True
20,4.88,79.3,7.2,7.4,4.9,3.08,3,4.4,77.07,False,False,False,False,False,False,False,False,False,False,False,False,True
23,10.06,77.7,6.6,3.7,3.8,3.01,2,4.3,95.4,True,False,True,True,False,False,False,False,True,False,True,True,False
24,5.17,70.6,8.4,5.1,2.9,3.29,4,2.0,92.99,False,False,False,False,False,True,False,False,False,False,False,False,True
24,5.6,85.8,6.5,3.5,2.5,3.44,2,5.3,79.64,True,False,True,False,True,False,False,False,True,False,True,False,True
22,6.11,77.2,7.5,1.2,5.2,3.0,3,6.0,89.61,True,False,False,False,False,False,True,False,False,False,True,False,True
21,4.57,90.9,7.0,1.5,4.0,3.81,2,3.8,97.13,True,False,True,True,False,True,False,False,True,False,False,True,False
22,3.67,70.7,5.8,8.2,2.4,2.72,2,3.8,77.29,True,False,True,True,False,True,False,True,False,False,True,True,False
21,6.61,83.6,9.1,3.3,3.6,2.77,4,2.6,95.2,True,False,True,False,True,True,False,False,False,True,False,False,True
24,6.91,100.0,5.0,9.0,4.4,3.01,2,4.3,97.84,False,False,False,False,True,False,False,False,True,False,True,False,True
17,1.47,89.3,5.5,3.3,4.4,2.35,0,7.5,49.88,False,False,False,False,False,False,True,True,False,False,False,False,False
24,4.53,80.0,6.5,4.4,2.0,3.78,2,4.7,87.42,True,False,False,False,False,False,False,False,True,False,True,True,False
19,4.17,89.5,8.6,6.3,6.6,3.69,3,4.7,79.24,False,False,False,False,True,False,False,False,False,False,True,True,False
23,3.72,67.8,8.6,2.8,2.0,3.42,3,4.1,93.68,False,False,True,False,True,False,True,False,False,False,True,False,True
23,7.33,85.2,6.2,6.9,5.8,2.93,4,3.8,91.45,False,False,False,True,False,False,False,False,True,False,False,False,False
18,3.78,84.0,7.8,6.9,2.0,3.12,2,3.3,91.49,False,False,True,False,False,True,False,True,False,False,False,False,False
18,6.57,85.5,6.7,7.5,3.7,3.34,2,4.7,96.3,True,False,True,False,True,False,True,False,False,True,False,False,False
24,3.76,85.7,5.8,5.0,5.8,3.42,2,5.1,79.89,False,False,False,False,True,False,False,False,False,True,False,False,True
19,4.03,87.6,7.4,5.8,5.2,3.28,3,6.5,81.15,False,False,True,True,False,True,False,False,False,False,False,False,False
18,6.3,74.0,7.0,3.1,4.6,2.87,2,5.2,97.12,True,False,False,True,False,False,True,False,False,False,False,False,False
23,3.37,74.9,6.3,8.2,4.0,2.73,2,6.9,53.23,True,False,True,True,False,False,False,False,False,False,True,False,True
22,4.52,69.6,7.9,7.0,3.5,3.02,1,6.1,72.04,False,False,True,True,False,True,False,False,False,False,True,False,False
17,2.64,85.2,8.1,4.1,4.8,2.83,0,2.4,92.17,True,False,True,False,True,False,True,False,False,False,True,False,False
17,3.07,61.7,5.8,8.5,6.5,1.83,0,7.8,31.94,False,True,False,True,False,False,True,False,False,False,True,False,False
19,6.29,79.0,9.0,3.6,3.3,3.29,1,4.1,96.36,True,False,True,False,True,True,False,True,False,False,False,False,False
24,6.01,71.7,7.7,6.6,0.5,3.55,3,2.1,83.62,False,False,True,True,False,False,False,False,False,False,False,False,False
18,2.56,82.1,6.8,6.9,5.4,2.58,1,6.8,58.02,True,False,False,True,False,False,True,False,False,False,False,False,False
22,2.48,100.0,8.9,6.6,6.1,2.84,1,3.8,71.59,False,False,False,False,True,False,False,False,False,False,False,False,True
17,9.94,74.6,8.0,2.5,3.3,2.74,3,2.2,98.57,False,False,False,False,True,False,True,True,False,False,False,False,False
17,3.56,91.2,8.1,2.4,3.3,3.55,4,2.6,99.74,True,False,False,True,False,False,False,False,True,False,False,True,False
20,3.1,94.3,8.0,5.0,6.1,2.85,1,5.0,74.49,False,False,False,True,False,False,False,False,True,False,True,False,True
24,5.87,68.6,6.7,5.5,5.2,3.57,3,2.4,84.86,True,False,True,True,False,False,False,False,False,False,True,False,False
20,3.29,78.4,7.7,6.5,2.9,3.24,2,6.4,73.61,True,False,False,True,False,False,True,True,False,False,True,False,True
23,4.11,82.6,6.9,4.7,1.7,2.74,3,4.7,83.75,True,False,True,False,False,True,False,False,True,False,True,False,False
17,6.63,71.5,6.1,1.0,2.9,2.71,1,6.5,95.18,False,False,False,True,False,False,True,False,False,False,False,False,True
19,6.84,75.6,5.9,3.2,3.2,2.56,3,4.1,94.89,True,False,False,False,True,True,False,False,True,False,False,False,True
21,4.45,77.8,7.6,5.2,1.0,3.26,1,5.3,82.93,True,False,True,True,False,False,False,True,False,False,True,True,False
21,7.52,81.7,8.2,1.1,3.3,2.42,1,2.2,97.26,True,False,False,True,False,True,False,False,True,False,False,True,False
22,4.55,74.7,5.3,4.5,1.3,2.63,2,2.4,87.76,False,False,True,True,False,False,False,True,False,False,False,False,True
17,4.36,91.7,9.0,10.0,3.2,3.13,1,6.2,70.24,False,False,True,False,True,True,False,True,False,False,True,False,True
17,4.83,85.8,7.9,4.8,7.4,3.64,3,2.3,91.27,True,False,False,False,False,True,False,False,False,False,True,True,False
23,4.23,79.3,8.2,3.5,2.3,2.56,2,4.4,99.15,True,False,False,False,True,True,False,False,True,False,False,True,False
17,5.89,83.1,6.7,6.4,4.5,4.0,2,6.0,97.79,False,False,False,True,False,False,False,False,False,True,False,False,True
19,5.4,62.7,7.8,2.9,1.6,2.11,1,6.4,75.61,True,False,True,True,False,False,True,True,False,False,True,False,True
20,3.29,64.9,7.9,4.3,5.7,3.3,1,4.5,95.81,False,False,False,False,False,True,False,False,False,False,True,False,True
17,5.2,66.4,5.4,5.1,3.4,3.73,1,5.0,81.79,False,False,False,False,True,False,True,True,False,False,True,True,False
17,3.76,82.1,8.2,1.1,7.3,2.69,3,3.5,89.61,False,False,False,False,True,True,False,False,False,False,True,False,False
23,3.68,95.1,9.7,6.2,3.8,3.63,2,3.6,94.14,True,False,False,False,False,True,False,False,False,False,False,False,True
24,4.56,75.1,6.1,5.0,5.4,2.73,3,3.9,79.4,False,False,False,False,True,False,False,False,False,True,True,False,True
18,6.88,68.4,4.9,5.0,4.6,4.0,3,1.9,91.23,False,False,False,True,False,False,False,False,False,False,True,True,False
